:START_ID(iata_code),:END_ID(iata_code),:TYPE,flight_number:int,airline:string,date:string,departure_time:string,distance:int
CVG,FLL,IS_FLYING_TO,1290,F9,1/1/2015,07:23,932
DBQ,ORD,IS_FLYING_TO,2760,MQ,1/1/2015,07:21,147
GCK,DFW,IS_FLYING_TO,3040,MQ,1/1/2015,,404
GNV,MIA,IS_FLYING_TO,3452,MQ,1/1/2015,07:18,294
DTW,DFW,IS_FLYING_TO,313,NK,1/1/2015,07:29,986
ORD,LAX,IS_FLYING_TO,731,NK,1/1/2015,07:19,1744
SLC,LAX,IS_FLYING_TO,2605,OO,1/1/2015,07:40,590
BRD,MSP,IS_FLYING_TO,7423,OO,1/1/2015,07:23,114
SAT,DTW,IS_FLYING_TO,4682,OO,1/1/2015,07:20,1214
TUS,DEN,IS_FLYING_TO,6424,OO,1/1/2015,07:13,639
MCO,CLE,IS_FLYING_TO,1174,UA,1/1/2015,07:26,895
HNL,LIH,IS_FLYING_TO,123,HA,1/1/2015,07:32,102
IAH,EWR,IS_FLYING_TO,1146,UA,1/1/2015,07:29,1400
IAH,MCO,IS_FLYING_TO,1294,UA,1/1/2015,07:27,854
IAH,GPT,IS_FLYING_TO,4709,EV,1/1/2015,07:20,376
DIK,DEN,IS_FLYING_TO,5908,EV,1/1/2015,07:19,488
TPA,JFK,IS_FLYING_TO,326,B6,1/1/2015,07:23,1005
BTV,LGA,IS_FLYING_TO,5330,EV,1/1/2015,07:23,258
IAH,LAX,IS_FLYING_TO,1169,UA,1/1/2015,07:28,1379
LGA,IAH,IS_FLYING_TO,1522,UA,1/1/2015,07:40,1416
ATL,SFO,IS_FLYING_TO,1746,UA,1/1/2015,07:41,2139
JFK,MCO,IS_FLYING_TO,683,B6,1/1/2015,07:25,944
LGA,TPA,IS_FLYING_TO,1717,B6,1/1/2015,07:22,1010
BNA,SLC,IS_FLYING_TO,4738,OO,1/1/2015,07:36,1404
CLT,PHX,IS_FLYING_TO,692,US,1/1/2015,07:27,1773
CLT,PHL,IS_FLYING_TO,1913,US,1/1/2015,07:26,449
PHX,CLT,IS_FLYING_TO,2068,US,1/1/2015,07:28,1773
LAX,JFK,IS_FLYING_TO,404,VX,1/1/2015,07:28,2475
LAS,BUR,IS_FLYING_TO,713,WN,1/1/2015,07:22,223
RDU,LAS,IS_FLYING_TO,675,WN,1/1/2015,07:32,2026
SJU,FLL,IS_FLYING_TO,923,WN,1/1/2015,07:28,1046
IAH,DEN,IS_FLYING_TO,1126,UA,1/1/2015,07:27,862
PHL,ORD,IS_FLYING_TO,1751,UA,1/1/2015,07:29,678
STL,PHX,IS_FLYING_TO,506,US,1/1/2015,07:32,1262
MSP,PHX,IS_FLYING_TO,623,US,1/1/2015,07:27,1276
DCA,DFW,IS_FLYING_TO,137,AA,1/1/2015,07:28,1192
SFO,LAX,IS_FLYING_TO,76,AA,1/1/2015,07:23,337
JFK,BOS,IS_FLYING_TO,84,AA,1/1/2015,07:34,187
LGA,DFW,IS_FLYING_TO,1111,AA,1/1/2015,07:29,1389
STL,ORD,IS_FLYING_TO,1199,AA,1/1/2015,07:25,258
DFW,MCI,IS_FLYING_TO,1284,AA,1/1/2015,08:03,460
LGA,PBI,IS_FLYING_TO,1382,AA,1/1/2015,07:31,1035
MCO,MIA,IS_FLYING_TO,1695,AA,1/1/2015,07:24,192
DFW,LAS,IS_FLYING_TO,1499,AA,1/1/2015,10:55,1055
BOS,FLL,IS_FLYING_TO,569,B6,1/1/2015,07:26,1237
FLL,BOS,IS_FLYING_TO,470,B6,1/1/2015,07:43,1237
EWR,SJU,IS_FLYING_TO,1289,B6,1/1/2015,07:22,1608
FLL,JFK,IS_FLYING_TO,1702,B6,1/1/2015,07:29,1069
GSO,ATL,IS_FLYING_TO,341,DL,1/1/2015,07:27,306
MSP,PIT,IS_FLYING_TO,343,DL,1/1/2015,07:27,726
LAX,ATL,IS_FLYING_TO,369,DL,1/1/2015,07:26,1947
PNS,ATL,IS_FLYING_TO,1078,DL,1/1/2015,07:21,271
LAS,DTW,IS_FLYING_TO,1215,DL,1/1/2015,07:28,1749
MSP,ATL,IS_FLYING_TO,1291,DL,1/1/2015,07:29,907
ATL,MIA,IS_FLYING_TO,2103,DL,1/1/2015,07:29,594
SDF,ATL,IS_FLYING_TO,2171,DL,1/1/2015,07:28,321
DFW,DTW,IS_FLYING_TO,2541,DL,1/1/2015,07:27,986
BWI,SLC,IS_FLYING_TO,2560,DL,1/1/2015,07:22,1865
CHS,ATL,IS_FLYING_TO,1836,DL,1/1/2015,07:29,259
DEN,LGA,IS_FLYING_TO,1946,DL,1/1/2015,07:24,1620
HPN,RSW,IS_FLYING_TO,1251,B6,1/1/2015,07:26,1102
HPN,ORD,IS_FLYING_TO,3259,EV,1/1/2015,07:28,738
LBB,IAH,IS_FLYING_TO,4432,EV,1/1/2015,07:29,458
CAE,ATL,IS_FLYING_TO,4883,EV,1/1/2015,07:23,192
AVP,ORD,IS_FLYING_TO,5948,EV,1/1/2015,07:24,632
ORD,ATL,IS_FLYING_TO,1070,F9,1/1/2015,08:35,606
GSO,DFW,IS_FLYING_TO,2853,MQ,1/1/2015,,999
HNL,KOA,IS_FLYING_TO,118,HA,1/1/2015,07:21,163
SGF,DFW,IS_FLYING_TO,2807,MQ,1/1/2015,,364
SGF,ORD,IS_FLYING_TO,3098,MQ,1/1/2015,08:14,438
CID,DFW,IS_FLYING_TO,3197,MQ,1/1/2015,07:27,685
CMI,ORD,IS_FLYING_TO,3170,MQ,1/1/2015,07:22,135
DFW,BTR,IS_FLYING_TO,3278,MQ,1/1/2015,,383
DFW,SHV,IS_FLYING_TO,3286,MQ,1/1/2015,,190
DFW,TYS,IS_FLYING_TO,3439,MQ,1/1/2015,,772
COU,ORD,IS_FLYING_TO,3672,MQ,1/1/2015,09:10,315
FLL,DFW,IS_FLYING_TO,469,NK,1/1/2015,07:35,1119
FLL,DTW,IS_FLYING_TO,511,NK,1/1/2015,07:31,1127
ACY,MCO,IS_FLYING_TO,311,NK,1/1/2015,07:27,852
RDM,LAX,IS_FLYING_TO,2593,OO,1/1/2015,07:39,726
HLN,SLC,IS_FLYING_TO,4654,OO,1/1/2015,07:30,402
OKC,SLC,IS_FLYING_TO,4795,OO,1/1/2015,07:31,866
SFO,SMF,IS_FLYING_TO,5470,OO,1/1/2015,07:51,86
MSP,SFO,IS_FLYING_TO,6307,OO,1/1/2015,07:29,1589
DFW,SFO,IS_FLYING_TO,6344,OO,1/1/2015,07:30,1464
SLC,DEN,IS_FLYING_TO,6537,OO,1/1/2015,07:29,391
BTM,SLC,IS_FLYING_TO,7376,OO,1/1/2015,07:22,358
LGA,PBI,IS_FLYING_TO,461,B6,1/1/2015,07:24,1035
CVG,RSW,IS_FLYING_TO,2359,DL,1/1/2015,07:22,879
DFW,ATL,IS_FLYING_TO,163,NK,1/1/2015,,731
STL,SFO,IS_FLYING_TO,4975,OO,1/1/2015,07:31,1735
BOS,DEN,IS_FLYING_TO,1690,UA,1/1/2015,07:32,1754
FLL,DEN,IS_FLYING_TO,1128,UA,1/1/2015,07:31,1703
ORD,IAH,IS_FLYING_TO,1524,UA,1/1/2015,07:46,925
FLL,ORD,IS_FLYING_TO,478,NK,1/1/2015,07:31,1182
CMH,ORD,IS_FLYING_TO,245,UA,1/1/2015,07:32,296
MIA,DEN,IS_FLYING_TO,328,UA,1/1/2015,07:29,1709
LAX,CLT,IS_FLYING_TO,761,US,1/1/2015,07:34,2125
TPA,MIA,IS_FLYING_TO,1737,US,1/1/2015,07:29,204
MEM,CLT,IS_FLYING_TO,1923,US,1/1/2015,07:24,511
PHL,MIA,IS_FLYING_TO,2055,US,1/1/2015,07:25,1013
CLE,MCO,IS_FLYING_TO,1003,UA,1/1/2015,07:31,895
ATL,MDW,IS_FLYING_TO,931,WN,1/1/2015,07:31,591
ELP,AUS,IS_FLYING_TO,697,WN,1/1/2015,07:35,528
EWR,MDW,IS_FLYING_TO,3661,WN,1/1/2015,07:32,711
ISP,MCO,IS_FLYING_TO,865,WN,1/1/2015,07:28,971
MCI,BWI,IS_FLYING_TO,439,WN,1/1/2015,07:34,967
MCI,MSY,IS_FLYING_TO,4966,WN,1/1/2015,07:33,689
MCO,BNA,IS_FLYING_TO,203,WN,1/1/2015,07:26,616
SEA,SAN,IS_FLYING_TO,1646,WN,1/1/2015,07:34,1050
SJC,LAS,IS_FLYING_TO,521,WN,1/1/2015,07:31,386
SLC,PHX,IS_FLYING_TO,2279,WN,1/1/2015,07:36,507
HOU,PHX,IS_FLYING_TO,1974,WN,1/1/2015,07:31,1020
LAX,IAD,IS_FLYING_TO,1741,UA,1/1/2015,07:26,2288
MCO,DFW,IS_FLYING_TO,83,AA,1/1/2015,07:33,985
LAS,LAX,IS_FLYING_TO,183,AA,1/1/2015,07:26,236
DFW,BDL,IS_FLYING_TO,1320,AA,1/1/2015,07:28,1471
PBI,DFW,IS_FLYING_TO,1423,AA,1/1/2015,07:28,1102
SLC,DFW,IS_FLYING_TO,2250,AA,1/1/2015,07:32,989
SEA,KTN,IS_FLYING_TO,65,AS,1/1/2015,07:47,680
JNU,ANC,IS_FLYING_TO,73,AS,1/1/2015,07:23,571
SEA,DEN,IS_FLYING_TO,676,AS,1/1/2015,07:37,1024
TPA,DCA,IS_FLYING_TO,350,B6,1/1/2015,07:19,814
BOS,MCO,IS_FLYING_TO,51,B6,1/1/2015,07:36,1121
MSP,PDX,IS_FLYING_TO,1073,DL,1/1/2015,07:44,1426
LAX,SLC,IS_FLYING_TO,1164,DL,1/1/2015,07:36,590
RSW,DFW,IS_FLYING_TO,1447,AA,1/1/2015,07:40,1017
DTW,FLL,IS_FLYING_TO,1804,DL,1/1/2015,07:33,1127
SHV,DFW,IS_FLYING_TO,2567,EV,1/1/2015,09:45,190
IAH,IND,IS_FLYING_TO,4250,EV,1/1/2015,07:40,844
DFW,LIT,IS_FLYING_TO,2947,MQ,1/1/2015,,304
LAX,SMF,IS_FLYING_TO,2607,OO,1/1/2015,07:30,373
OGG,HNL,IS_FLYING_TO,115,HA,1/1/2015,07:30,100
FLL,EWR,IS_FLYING_TO,1293,UA,1/1/2015,07:40,1065
BOS,PBI,IS_FLYING_TO,221,B6,1/1/2015,07:31,1197
CLE,IAH,IS_FLYING_TO,4183,EV,1/1/2015,07:31,1091
ORD,EWR,IS_FLYING_TO,1001,UA,1/1/2015,07:35,719
DEN,PDX,IS_FLYING_TO,787,F9,1/1/2015,07:34,991
BDL,RSW,IS_FLYING_TO,3563,WN,1/1/2015,07:45,1180
IND,BWI,IS_FLYING_TO,1370,WN,1/1/2015,07:36,516
LAS,DAL,IS_FLYING_TO,883,WN,1/1/2015,07:43,1067
LAS,SAT,IS_FLYING_TO,1126,WN,1/1/2015,07:39,1069
LAX,DAL,IS_FLYING_TO,27,WN,1/1/2015,07:37,1246
MCO,DAL,IS_FLYING_TO,905,WN,1/1/2015,07:36,973
MCO,STL,IS_FLYING_TO,1144,WN,1/1/2015,07:40,882
PHX,HOU,IS_FLYING_TO,651,WN,1/1/2015,07:39,1020
SMF,PHX,IS_FLYING_TO,1133,WN,1/1/2015,07:37,647
TPA,ATL,IS_FLYING_TO,742,WN,1/1/2015,07:39,406
TUL,DAL,IS_FLYING_TO,398,WN,1/1/2015,07:36,237
LAX,PHX,IS_FLYING_TO,582,US,1/1/2015,07:32,370
MCI,DFW,IS_FLYING_TO,1119,AA,1/1/2015,07:34,460
DFW,SJC,IS_FLYING_TO,1240,AA,1/1/2015,07:36,1438
DEN,DFW,IS_FLYING_TO,1532,AA,1/1/2015,07:40,641
RDU,ORD,IS_FLYING_TO,1539,AA,1/1/2015,07:36,646
AUS,DFW,IS_FLYING_TO,1616,AA,1/1/2015,,190
DFW,ORD,IS_FLYING_TO,2332,AA,1/1/2015,,802
JFK,RDU,IS_FLYING_TO,885,B6,1/1/2015,07:44,427
SJU,FLL,IS_FLYING_TO,954,B6,1/1/2015,07:37,1046
JFK,IAD,IS_FLYING_TO,1307,B6,1/1/2015,07:35,228
RSW,MSP,IS_FLYING_TO,2245,DL,1/1/2015,07:38,1416
SFO,ATL,IS_FLYING_TO,240,DL,1/1/2015,10:31,2139
MCO,MSP,IS_FLYING_TO,1556,DL,1/1/2015,07:36,1310
BWI,ATL,IS_FLYING_TO,1625,DL,1/1/2015,07:50,577
JFK,SRQ,IS_FLYING_TO,163,B6,1/1/2015,07:38,1041
DEN,SEA,IS_FLYING_TO,137,F9,1/1/2015,07:36,1024
TTN,CVG,IS_FLYING_TO,935,F9,1/1/2015,07:51,532
DFW,TUL,IS_FLYING_TO,2831,MQ,1/1/2015,,237
DFW,GRK,IS_FLYING_TO,2902,MQ,1/1/2015,,134
DFW,PNS,IS_FLYING_TO,3016,MQ,1/1/2015,,604
XNA,ORD,IS_FLYING_TO,2978,MQ,1/1/2015,07:33,522
MEM,ORD,IS_FLYING_TO,3115,MQ,1/1/2015,07:37,491
OKC,ORD,IS_FLYING_TO,3194,MQ,1/1/2015,07:57,693
MRY,LAX,IS_FLYING_TO,2616,OO,1/1/2015,07:28,266
FLL,ATL,IS_FLYING_TO,404,NK,1/1/2015,07:39,581
OKC,SFO,IS_FLYING_TO,6241,OO,1/1/2015,07:43,1384
SJU,IAH,IS_FLYING_TO,1199,UA,1/1/2015,07:47,2007
SLC,IAH,IS_FLYING_TO,1238,UA,1/1/2015,08:22,1195
LAX,SAN,IS_FLYING_TO,6322,OO,1/1/2015,09:17,109
IAD,ORD,IS_FLYING_TO,794,UA,1/1/2015,07:39,589
MIA,PHL,IS_FLYING_TO,1556,AA,1/1/2015,07:37,1013
MCI,ORD,IS_FLYING_TO,3952,EV,1/1/2015,07:38,403
BOI,IAH,IS_FLYING_TO,4978,OO,1/1/2015,11:01,1482
IAH,MIA,IS_FLYING_TO,5208,OO,1/1/2015,07:58,964
FLL,IAH,IS_FLYING_TO,211,UA,1/1/2015,08:11,965
AUS,DEN,IS_FLYING_TO,1219,UA,1/1/2015,07:56,775
ORD,BTV,IS_FLYING_TO,4498,EV,1/1/2015,07:39,763
ORD,DSM,IS_FLYING_TO,5622,OO,1/1/2015,07:39,299
PHL,IAH,IS_FLYING_TO,1539,UA,1/1/2015,07:44,1325
SFO,IAD,IS_FLYING_TO,408,UA,1/1/2015,07:42,2419
BNA,CLT,IS_FLYING_TO,1707,US,1/1/2015,07:53,328
STL,CLT,IS_FLYING_TO,1730,US,1/1/2015,07:41,575
AUS,PHL,IS_FLYING_TO,1752,US,1/1/2015,08:03,1430
ATL,PHX,IS_FLYING_TO,1853,US,1/1/2015,07:40,1587
SAN,IAD,IS_FLYING_TO,546,UA,1/1/2015,07:39,2253
LGA,DEN,IS_FLYING_TO,561,UA,1/1/2015,07:45,1620
CLT,BWI,IS_FLYING_TO,371,WN,1/1/2015,07:44,361
DAL,ATL,IS_FLYING_TO,414,WN,1/1/2015,07:47,721
DAL,FLL,IS_FLYING_TO,841,WN,1/1/2015,07:43,1108
DAL,LAS,IS_FLYING_TO,348,WN,1/1/2015,07:45,1067
DAL,PHX,IS_FLYING_TO,766,WN,1/1/2015,07:44,879
MDW,DEN,IS_FLYING_TO,1155,WN,1/1/2015,07:43,895
MSY,LAS,IS_FLYING_TO,598,WN,1/1/2015,07:43,1500
PIT,LAS,IS_FLYING_TO,972,WN,1/1/2015,08:33,1910
SLC,DEN,IS_FLYING_TO,706,WN,1/1/2015,07:51,391
STL,MDW,IS_FLYING_TO,32,WN,1/1/2015,07:42,251
PBI,ATL,IS_FLYING_TO,716,WN,1/1/2015,07:45,545
MIA,EWR,IS_FLYING_TO,1480,UA,1/1/2015,07:44,1085
CLE,PHX,IS_FLYING_TO,584,US,1/1/2015,07:40,1737
DFW,IND,IS_FLYING_TO,376,AA,1/1/2015,07:44,761
DFW,SEA,IS_FLYING_TO,1146,AA,1/1/2015,08:00,1660
TPA,ORD,IS_FLYING_TO,1267,AA,1/1/2015,07:47,1012
DFW,DTW,IS_FLYING_TO,1278,AA,1/1/2015,07:41,986
FLL,DFW,IS_FLYING_TO,2471,AA,1/1/2015,07:39,1119
SEA,SNA,IS_FLYING_TO,506,AS,1/1/2015,07:37,978
MCO,SJU,IS_FLYING_TO,1033,B6,1/1/2015,07:35,1189
JFK,CHS,IS_FLYING_TO,1273,B6,1/1/2015,07:38,636
SAT,ATL,IS_FLYING_TO,553,DL,1/1/2015,07:40,874
JAX,ATL,IS_FLYING_TO,732,DL,1/1/2015,07:40,270
EWR,ATL,IS_FLYING_TO,807,DL,1/1/2015,07:43,746
SEA,ATL,IS_FLYING_TO,968,DL,1/1/2015,07:45,2182
ATL,LGA,IS_FLYING_TO,986,DL,1/1/2015,07:40,762
SAV,ATL,IS_FLYING_TO,1237,DL,1/1/2015,07:45,214
BNA,ATL,IS_FLYING_TO,1430,DL,1/1/2015,07:42,214
MIA,ATL,IS_FLYING_TO,1460,DL,1/1/2015,08:25,594
TPA,JFK,IS_FLYING_TO,2648,DL,1/1/2015,07:40,1005
FLL,ATL,IS_FLYING_TO,1927,DL,1/1/2015,07:40,581
SLC,DTW,IS_FLYING_TO,1950,DL,1/1/2015,07:40,1481
EWR,DAY,IS_FLYING_TO,4691,EV,1/1/2015,07:41,533
OKC,DTW,IS_FLYING_TO,5565,EV,1/1/2015,07:39,900
SCE,ORD,IS_FLYING_TO,5961,EV,1/1/2015,07:37,528
ELM,ORD,IS_FLYING_TO,6019,EV,1/1/2015,07:56,566
SYR,ORD,IS_FLYING_TO,6144,EV,1/1/2015,07:42,607
DEN,DCA,IS_FLYING_TO,722,F9,1/1/2015,07:40,1476
GRB,ORD,IS_FLYING_TO,2952,MQ,1/1/2015,07:37,173
BTR,DFW,IS_FLYING_TO,3015,MQ,1/1/2015,,383
DCA,ORD,IS_FLYING_TO,5161,OO,1/1/2015,07:43,612
MKE,IAH,IS_FLYING_TO,5237,OO,1/1/2015,07:42,984
ASE,IAH,IS_FLYING_TO,5489,OO,1/1/2015,07:56,913
COS,ORD,IS_FLYING_TO,6539,OO,1/1/2015,07:46,911
PBI,EWR,IS_FLYING_TO,644,B6,1/1/2015,07:44,1023
CLT,IAH,IS_FLYING_TO,4258,EV,1/1/2015,07:48,912
RKS,SLC,IS_FLYING_TO,7389,OO,1/1/2015,07:36,162
MCO,IAH,IS_FLYING_TO,1547,UA,1/1/2015,07:48,854
SJU,STT,IS_FLYING_TO,1236,B6,1/1/2015,07:37,68
PIH,SLC,IS_FLYING_TO,7428,OO,1/1/2015,07:41,150
IAH,AUS,IS_FLYING_TO,5235,OO,1/1/2015,08:43,140
LAX,LAS,IS_FLYING_TO,474,VX,1/1/2015,07:45,236
BUF,PHX,IS_FLYING_TO,685,WN,1/1/2015,08:09,1912
DAL,TUL,IS_FLYING_TO,573,WN,1/1/2015,07:51,237
HOU,ATL,IS_FLYING_TO,621,WN,1/1/2015,07:45,696
MKE,PHX,IS_FLYING_TO,670,WN,1/1/2015,07:51,1460
STL,MCO,IS_FLYING_TO,1036,WN,1/1/2015,07:45,882
PHL,DEN,IS_FLYING_TO,1171,UA,1/1/2015,07:59,1558
MIA,IAH,IS_FLYING_TO,1732,UA,1/1/2015,07:52,964
CLE,TPA,IS_FLYING_TO,1736,UA,1/1/2015,07:52,927
RSW,ORD,IS_FLYING_TO,1763,UA,1/1/2015,07:47,1120
BOS,ORD,IS_FLYING_TO,289,AA,1/1/2015,07:43,867
SMF,DFW,IS_FLYING_TO,1126,AA,1/1/2015,08:05,1431
DFW,LGA,IS_FLYING_TO,1108,AA,1/1/2015,07:40,1389
ICT,DFW,IS_FLYING_TO,1476,AA,1/1/2015,,328
BOS,MIA,IS_FLYING_TO,1541,AA,1/1/2015,07:44,1258
DFW,DCA,IS_FLYING_TO,1688,AA,1/1/2015,07:57,1192
PDX,BOS,IS_FLYING_TO,30,AS,1/1/2015,07:41,2537
SEA,LAX,IS_FLYING_TO,482,AS,1/1/2015,08:02,954
SEA,BUR,IS_FLYING_TO,520,AS,1/1/2015,07:44,937
SLC,SFO,IS_FLYING_TO,743,AS,1/1/2015,08:06,599
MEM,ATL,IS_FLYING_TO,1593,DL,1/1/2015,07:46,332
DFW,OKC,IS_FLYING_TO,2514,EV,1/1/2015,,175
MOB,IAH,IS_FLYING_TO,4287,EV,1/1/2015,07:46,427
RIC,ORD,IS_FLYING_TO,5925,EV,1/1/2015,07:43,642
SJC,OGG,IS_FLYING_TO,45,HA,1/1/2015,07:49,2355
CMH,ORD,IS_FLYING_TO,2803,MQ,1/1/2015,07:45,296
MSP,MCO,IS_FLYING_TO,135,NK,1/1/2015,07:58,1310
DFW,LGA,IS_FLYING_TO,718,NK,1/1/2015,08:53,1389
SUN,SLC,IS_FLYING_TO,4854,OO,1/1/2015,07:46,222
LWS,SLC,IS_FLYING_TO,4460,OO,1/1/2015,07:42,461
IDA,SLC,IS_FLYING_TO,4527,OO,1/1/2015,07:48,188
LAS,LAX,IS_FLYING_TO,5614,OO,1/1/2015,07:47,236
PSP,PHX,IS_FLYING_TO,6613,OO,1/1/2015,07:41,261
EWR,MCO,IS_FLYING_TO,1592,UA,1/1/2015,08:35,937
EWR,RDU,IS_FLYING_TO,4424,EV,1/1/2015,07:52,416
ORD,FLL,IS_FLYING_TO,1440,UA,1/1/2015,07:54,1182
EWR,SEA,IS_FLYING_TO,1729,UA,1/1/2015,08:07,2402
AUS,LAS,IS_FLYING_TO,689,WN,1/1/2015,08:35,1090
BNA,STL,IS_FLYING_TO,672,WN,1/1/2015,07:45,272
BUR,LAS,IS_FLYING_TO,701,WN,1/1/2015,08:53,223
BWI,MCO,IS_FLYING_TO,667,WN,1/1/2015,07:54,787
BWI,TPA,IS_FLYING_TO,448,WN,1/1/2015,07:54,842
FLL,HOU,IS_FLYING_TO,388,WN,1/1/2015,07:52,957
GSP,HOU,IS_FLYING_TO,3751,WN,1/1/2015,07:53,845
LAS,MKE,IS_FLYING_TO,1989,WN,1/1/2015,07:53,1524
MCI,LAS,IS_FLYING_TO,386,WN,1/1/2015,07:55,1139
PBI,BWI,IS_FLYING_TO,304,WN,1/1/2015,07:54,883
DEN,EWR,IS_FLYING_TO,1105,UA,1/1/2015,07:54,1605
DEN,MCO,IS_FLYING_TO,1250,UA,1/1/2015,08:13,1546
DEN,SFO,IS_FLYING_TO,1753,UA,1/1/2015,08:10,967
DFW,SFO,IS_FLYING_TO,23,AA,1/1/2015,08:41,1464
SAN,JFK,IS_FLYING_TO,94,AA,1/1/2015,08:10,2446
DFW,SNA,IS_FLYING_TO,1090,AA,1/1/2015,,1205
DFW,MCO,IS_FLYING_TO,1661,AA,1/1/2015,07:54,985
DFW,EWR,IS_FLYING_TO,1642,AA,1/1/2015,07:51,1372
JFK,SAV,IS_FLYING_TO,841,B6,1/1/2015,07:53,718
RIC,MCO,IS_FLYING_TO,1169,B6,1/1/2015,07:42,667
MIA,LAX,IS_FLYING_TO,1169,DL,1/1/2015,07:53,2342
STL,SLC,IS_FLYING_TO,2088,DL,1/1/2015,07:53,1156
SJU,JFK,IS_FLYING_TO,326,DL,1/1/2015,07:52,1598
LIT,IAH,IS_FLYING_TO,4682,EV,1/1/2015,08:02,374
TYS,ORD,IS_FLYING_TO,3047,MQ,1/1/2015,11:51,475
DFW,XNA,IS_FLYING_TO,3375,MQ,1/1/2015,,280
FAT,LAX,IS_FLYING_TO,2606,OO,1/1/2015,07:54,209
TUL,IAH,IS_FLYING_TO,5787,EV,1/1/2015,07:48,429
SBP,LAX,IS_FLYING_TO,5389,OO,1/1/2015,07:53,156
ASE,DEN,IS_FLYING_TO,5595,OO,1/1/2015,08:07,125
DEN,COS,IS_FLYING_TO,5178,OO,1/1/2015,08:06,73
DEN,GJT,IS_FLYING_TO,6332,OO,1/1/2015,07:56,212
OKC,IAH,IS_FLYING_TO,315,UA,1/1/2015,07:51,395
EWR,SJU,IS_FLYING_TO,1216,UA,1/1/2015,07:57,1608
DCA,PBI,IS_FLYING_TO,433,B6,1/1/2015,07:42,857
CAE,ORD,IS_FLYING_TO,5700,EV,1/1/2015,07:46,667
VEL,SLC,IS_FLYING_TO,7401,OO,1/1/2015,09:33,132
DEN,BZN,IS_FLYING_TO,6375,OO,1/1/2015,08:06,524
EWR,TPA,IS_FLYING_TO,419,UA,1/1/2015,07:57,997
DEN,IAH,IS_FLYING_TO,756,UA,1/1/2015,07:56,862
DEN,ORD,IS_FLYING_TO,910,UA,1/1/2015,07:58,888
DEN,IAH,IS_FLYING_TO,1104,UA,1/1/2015,08:16,862
CLT,ORD,IS_FLYING_TO,4389,EV,1/1/2015,07:55,599
SLC,ORD,IS_FLYING_TO,5506,OO,1/1/2015,08:04,1250
LGA,CLT,IS_FLYING_TO,2093,US,1/1/2015,07:52,544
EWR,CLE,IS_FLYING_TO,1417,UA,1/1/2015,07:54,404
EWR,MIA,IS_FLYING_TO,361,AA,1/1/2015,08:05,1085
LGA,TPA,IS_FLYING_TO,2280,DL,1/1/2015,07:56,1010
LGA,ATL,IS_FLYING_TO,1647,DL,1/1/2015,07:56,762
DEN,SNA,IS_FLYING_TO,6209,OO,1/1/2015,08:35,846
DEN,PUB,IS_FLYING_TO,5313,OO,1/1/2015,08:00,109
LAS,SLC,IS_FLYING_TO,4836,OO,1/1/2015,07:55,368
SNA,SFO,IS_FLYING_TO,322,UA,1/1/2015,08:09,372
BWI,IAH,IS_FLYING_TO,332,UA,1/1/2015,08:12,1235
EWR,DEN,IS_FLYING_TO,401,UA,1/1/2015,07:59,1605
PIT,LAX,IS_FLYING_TO,727,US,1/1/2015,08:00,2136
ALB,CLT,IS_FLYING_TO,858,US,1/1/2015,08:00,646
PVD,CLT,IS_FLYING_TO,1735,US,1/1/2015,08:01,683
PBI,PHL,IS_FLYING_TO,1773,US,1/1/2015,07:55,951
IND,SFO,IS_FLYING_TO,500,UA,1/1/2015,07:56,1943
SAN,SFO,IS_FLYING_TO,662,UA,1/1/2015,07:58,447
LAS,SFO,IS_FLYING_TO,834,UA,1/1/2015,07:56,414
LAS,LAX,IS_FLYING_TO,1493,VX,1/1/2015,08:02,236
SFO,EWR,IS_FLYING_TO,174,VX,1/1/2015,07:54,2565
SFO,LAX,IS_FLYING_TO,1930,VX,1/1/2015,07:59,337
SFO,DCA,IS_FLYING_TO,1,VX,1/1/2015,07:52,2442
AUS,SFO,IS_FLYING_TO,219,VX,1/1/2015,07:59,1504
JFK,FLL,IS_FLYING_TO,501,VX,1/1/2015,07:56,1069
DAL,DCA,IS_FLYING_TO,2868,WN,1/1/2015,07:58,1184
DTW,LAS,IS_FLYING_TO,442,WN,1/1/2015,08:00,1749
LAS,BOI,IS_FLYING_TO,446,WN,1/1/2015,07:49,519
LAS,MDW,IS_FLYING_TO,4657,WN,1/1/2015,07:58,1521
LAS,PHX,IS_FLYING_TO,1768,WN,1/1/2015,07:52,255
MEM,MDW,IS_FLYING_TO,688,WN,1/1/2015,07:56,480
MSY,DCA,IS_FLYING_TO,1874,WN,1/1/2015,07:59,969
ABQ,PHX,IS_FLYING_TO,788,WN,1/1/2015,07:59,328
PVD,BWI,IS_FLYING_TO,4300,WN,1/1/2015,07:56,327
PVD,MCO,IS_FLYING_TO,1847,WN,1/1/2015,07:57,1072
RSW,ATL,IS_FLYING_TO,119,WN,1/1/2015,07:54,515
SAN,SEA,IS_FLYING_TO,336,WN,1/1/2015,07:55,1050
HOU,HRL,IS_FLYING_TO,3133,WN,1/1/2015,08:02,277
MCO,EWR,IS_FLYING_TO,1107,UA,1/1/2015,07:53,937
LAX,ORD,IS_FLYING_TO,1130,UA,1/1/2015,07:59,1744
SEA,DEN,IS_FLYING_TO,1218,UA,1/1/2015,08:00,1024
BOS,SFO,IS_FLYING_TO,1523,UA,1/1/2015,08:09,2704
