:START_ID(iata_code),:END_ID(iata_code),:TYPE,flight_number:int,airline:string,date:string,departure_time:string,distance:int
LAX,OGG,IS_FLYING_TO,635,UA,1/1/2015,09:07,2486
DTW,MDT,IS_FLYING_TO,5023,EV,1/1/2015,09:00,371
SAN,LAX,IS_FLYING_TO,6323,OO,1/1/2015,10:55,109
IAH,PHX,IS_FLYING_TO,256,UA,1/1/2015,09:23,1009
ATL,DTW,IS_FLYING_TO,748,DL,1/1/2015,09:01,594
IAH,TUS,IS_FLYING_TO,4650,EV,1/1/2015,08:59,936
ORD,CLT,IS_FLYING_TO,691,US,1/1/2015,08:58,599
PDX,CLT,IS_FLYING_TO,1829,US,1/1/2015,08:59,2282
SFO,HNL,IS_FLYING_TO,663,UA,1/1/2015,09:35,2398
SAN,SFO,IS_FLYING_TO,953,VX,1/1/2015,09:00,447
CAK,DCA,IS_FLYING_TO,704,WN,1/1/2015,08:59,274
CMH,STL,IS_FLYING_TO,150,WN,1/1/2015,09:00,409
GRR,STL,IS_FLYING_TO,139,WN,1/1/2015,09:04,382
IND,DCA,IS_FLYING_TO,712,WN,1/1/2015,09:02,500
IND,MCO,IS_FLYING_TO,413,WN,1/1/2015,09:02,829
JAX,DEN,IS_FLYING_TO,1707,WN,1/1/2015,09:00,1447
LAX,LAS,IS_FLYING_TO,987,WN,1/1/2015,08:57,236
MCO,ATL,IS_FLYING_TO,1754,WN,1/1/2015,09:00,404
MDW,FLL,IS_FLYING_TO,1900,WN,1/1/2015,09:05,1166
SFO,LAX,IS_FLYING_TO,920,WN,1/1/2015,09:00,337
SJC,LAS,IS_FLYING_TO,205,WN,1/1/2015,09:01,386
SMF,SEA,IS_FLYING_TO,2189,WN,1/1/2015,09:00,605
SNA,DEN,IS_FLYING_TO,568,WN,1/1/2015,09:01,846
TPA,BNA,IS_FLYING_TO,3684,WN,1/1/2015,09:02,612
BOS,ORD,IS_FLYING_TO,1135,UA,1/1/2015,09:43,867
SAT,DEN,IS_FLYING_TO,1491,UA,1/1/2015,09:00,794
SEA,DFW,IS_FLYING_TO,248,AA,1/1/2015,09:01,1660
AUS,DFW,IS_FLYING_TO,1356,AA,1/1/2015,09:01,190
LAS,DFW,IS_FLYING_TO,1623,AA,1/1/2015,11:18,1055
SEA,ANC,IS_FLYING_TO,111,AS,1/1/2015,08:59,1448
SEA,SJC,IS_FLYING_TO,330,AS,1/1/2015,09:09,697
SEA,OGG,IS_FLYING_TO,861,AS,1/1/2015,09:42,2640
MCO,EWR,IS_FLYING_TO,28,B6,1/1/2015,10:23,937
PIT,BOS,IS_FLYING_TO,1286,B6,1/1/2015,09:03,496
ATL,PIT,IS_FLYING_TO,1295,DL,1/1/2015,09:06,526
DFW,PDX,IS_FLYING_TO,1453,AA,1/1/2015,09:19,1616
ATL,CVG,IS_FLYING_TO,2011,DL,1/1/2015,09:03,373
MSP,JAC,IS_FLYING_TO,2421,DL,1/1/2015,09:00,872
ATL,IAD,IS_FLYING_TO,201,DL,1/1/2015,09:08,534
DEN,MSP,IS_FLYING_TO,1608,DL,1/1/2015,09:03,680
MSP,OMA,IS_FLYING_TO,1656,DL,1/1/2015,09:04,282
MSP,LGA,IS_FLYING_TO,1796,DL,1/1/2015,09:00,1020
LGA,MCO,IS_FLYING_TO,1885,DL,1/1/2015,09:03,950
DFW,SJT,IS_FLYING_TO,2515,EV,1/1/2015,,229
ELP,IAH,IS_FLYING_TO,4606,EV,1/1/2015,08:56,667
ATL,ROA,IS_FLYING_TO,5143,EV,1/1/2015,09:02,357
OGG,HNL,IS_FLYING_TO,145,HA,1/1/2015,08:59,100
LAX,ASE,IS_FLYING_TO,3096,MQ,1/1/2015,09:22,737
DFW,LRD,IS_FLYING_TO,3296,MQ,1/1/2015,,396
TYS,IAH,IS_FLYING_TO,4342,EV,1/1/2015,09:37,771
ORD,MSP,IS_FLYING_TO,761,NK,1/1/2015,09:06,334
MSP,CVG,IS_FLYING_TO,4520,OO,1/1/2015,09:05,596
LAX,MRY,IS_FLYING_TO,5415,OO,1/1/2015,09:01,266
MSP,LAX,IS_FLYING_TO,972,DL,1/1/2015,09:03,1535
BDL,DTW,IS_FLYING_TO,1074,DL,1/1/2015,09:03,549
IAH,LFT,IS_FLYING_TO,4277,EV,1/1/2015,09:05,201
JAN,IAH,IS_FLYING_TO,4496,EV,1/1/2015,09:02,351
ATL,AGS,IS_FLYING_TO,5541,EV,1/1/2015,09:33,143
CLT,ORD,IS_FLYING_TO,5919,EV,1/1/2015,09:05,599
LAS,MSP,IS_FLYING_TO,176,NK,1/1/2015,09:40,1299
SGF,DEN,IS_FLYING_TO,5166,OO,1/1/2015,09:08,637
IAH,MCO,IS_FLYING_TO,1538,UA,1/1/2015,09:06,854
IAH,COS,IS_FLYING_TO,4392,EV,1/1/2015,09:02,809
IAH,ABQ,IS_FLYING_TO,4505,EV,1/1/2015,09:03,744
IAH,ELP,IS_FLYING_TO,4236,EV,1/1/2015,09:04,667
ORD,MKE,IS_FLYING_TO,5447,OO,1/1/2015,08:57,67
ATL,MGM,IS_FLYING_TO,5234,EV,1/1/2015,09:03,147
RDU,TTN,IS_FLYING_TO,908,F9,1/1/2015,09:12,373
MYR,LGA,IS_FLYING_TO,300,NK,1/1/2015,08:58,563
BOS,MCO,IS_FLYING_TO,151,B6,1/1/2015,09:04,1121
SHV,DEN,IS_FLYING_TO,4305,EV,1/1/2015,09:12,792
SLC,DEN,IS_FLYING_TO,6475,OO,1/1/2015,09:01,391
LAX,RNO,IS_FLYING_TO,6450,OO,1/1/2015,09:04,391
EWR,HNL,IS_FLYING_TO,15,UA,1/1/2015,09:11,4962
IAD,SFO,IS_FLYING_TO,217,UA,1/1/2015,09:05,2419
TPA,IAD,IS_FLYING_TO,424,UA,1/1/2015,09:07,811
ORD,IND,IS_FLYING_TO,5626,OO,1/1/2015,09:07,177
LAX,SFO,IS_FLYING_TO,935,VX,1/1/2015,09:06,337
ATL,RSW,IS_FLYING_TO,997,WN,1/1/2015,09:11,515
DAL,LAX,IS_FLYING_TO,377,WN,1/1/2015,09:08,1246
DEN,SFO,IS_FLYING_TO,2509,WN,1/1/2015,09:07,967
LAS,BNA,IS_FLYING_TO,4468,WN,1/1/2015,09:10,1587
LAS,SLC,IS_FLYING_TO,664,WN,1/1/2015,09:06,368
MDW,DTW,IS_FLYING_TO,390,WN,1/1/2015,09:02,228
MEM,TPA,IS_FLYING_TO,3566,WN,1/1/2015,09:03,655
MHT,TPA,IS_FLYING_TO,327,WN,1/1/2015,09:10,1204
ALB,BWI,IS_FLYING_TO,705,WN,1/1/2015,09:06,289
PIT,DEN,IS_FLYING_TO,606,WN,1/1/2015,09:07,1290
RDU,BWI,IS_FLYING_TO,1041,WN,1/1/2015,09:04,255
SJC,AUS,IS_FLYING_TO,2462,WN,1/1/2015,09:03,1476
HOU,MCO,IS_FLYING_TO,718,WN,1/1/2015,09:04,849
HOU,OAK,IS_FLYING_TO,1169,WN,1/1/2015,09:11,1642
MCO,IAD,IS_FLYING_TO,1483,UA,1/1/2015,10:07,758
LAS,ORD,IS_FLYING_TO,54,AA,1/1/2015,09:06,1514
ORD,MIA,IS_FLYING_TO,2259,AA,1/1/2015,09:12,1197
DFW,PHL,IS_FLYING_TO,2222,AA,1/1/2015,,1303
KTN,SEA,IS_FLYING_TO,60,AS,1/1/2015,09:08,680
SEA,LAX,IS_FLYING_TO,442,AS,1/1/2015,10:55,954
LAS,SEA,IS_FLYING_TO,617,AS,1/1/2015,09:01,867
JFK,PBI,IS_FLYING_TO,653,B6,1/1/2015,09:14,1028
JFK,SJU,IS_FLYING_TO,488,DL,1/1/2015,09:00,1598
MSP,TPA,IS_FLYING_TO,1329,DL,1/1/2015,09:08,1306
ATL,ROC,IS_FLYING_TO,1367,DL,1/1/2015,09:06,749
LAX,MSP,IS_FLYING_TO,1968,DL,1/1/2015,09:04,1535
BUF,JFK,IS_FLYING_TO,2301,B6,1/1/2015,09:01,301
LAX,JFK,IS_FLYING_TO,16,DL,1/1/2015,09:07,2475
ATL,FLL,IS_FLYING_TO,1589,DL,1/1/2015,09:07,581
JFK,SAN,IS_FLYING_TO,189,B6,1/1/2015,09:08,2446
CRP,DFW,IS_FLYING_TO,2563,EV,1/1/2015,,354
OKC,DFW,IS_FLYING_TO,2514,EV,1/1/2015,,175
IAH,DAL,IS_FLYING_TO,4306,EV,1/1/2015,09:10,216
IAH,LRD,IS_FLYING_TO,4591,EV,1/1/2015,09:01,301
MSP,ROC,IS_FLYING_TO,5382,EV,1/1/2015,09:06,783
LIT,DEN,IS_FLYING_TO,6095,EV,1/1/2015,09:11,771
DFW,AEX,IS_FLYING_TO,2824,MQ,1/1/2015,,285
TUL,DFW,IS_FLYING_TO,2831,MQ,1/1/2015,,237
SGF,DFW,IS_FLYING_TO,3031,MQ,1/1/2015,09:06,364
LAW,DFW,IS_FLYING_TO,3320,MQ,1/1/2015,,140
MSP,ISN,IS_FLYING_TO,4510,OO,1/1/2015,09:08,546
MSP,CLE,IS_FLYING_TO,4749,OO,1/1/2015,09:06,622
SAN,SFO,IS_FLYING_TO,5186,OO,1/1/2015,09:03,447
SFO,SMF,IS_FLYING_TO,5427,OO,1/1/2015,09:06,86
LAX,COS,IS_FLYING_TO,6512,OO,1/1/2015,09:43,833
ORD,IAH,IS_FLYING_TO,1185,UA,1/1/2015,09:20,925
MOB,IAH,IS_FLYING_TO,4293,EV,1/1/2015,09:06,427
SFO,PHX,IS_FLYING_TO,264,UA,1/1/2015,09:02,651
LGB,LAS,IS_FLYING_TO,280,B6,1/1/2015,09:01,231
MKE,DTW,IS_FLYING_TO,2639,DL,1/1/2015,09:07,237
JFK,BUF,IS_FLYING_TO,2602,B6,1/1/2015,09:07,301
JFK,BTV,IS_FLYING_TO,1634,B6,1/1/2015,09:08,266
BTR,IAH,IS_FLYING_TO,3264,EV,1/1/2015,09:06,253
GPT,IAH,IS_FLYING_TO,4109,EV,1/1/2015,09:01,376
MFE,IAH,IS_FLYING_TO,5664,EV,1/1/2015,09:08,316
ATL,MLB,IS_FLYING_TO,1856,DL,1/1/2015,09:12,442
IAH,SAT,IS_FLYING_TO,204,UA,1/1/2015,09:53,191
CLT,ORF,IS_FLYING_TO,1941,US,1/1/2015,09:10,290
DFW,DEN,IS_FLYING_TO,1702,UA,1/1/2015,09:16,641
JFK,RSW,IS_FLYING_TO,229,B6,1/1/2015,09:21,1074
SMF,LGB,IS_FLYING_TO,365,B6,1/1/2015,09:10,387
JFK,MCO,IS_FLYING_TO,483,B6,1/1/2015,09:43,944
MSN,MSP,IS_FLYING_TO,4583,OO,1/1/2015,09:23,228
DEN,PHL,IS_FLYING_TO,751,US,1/1/2015,09:11,1558
SFO,PHX,IS_FLYING_TO,776,US,1/1/2015,09:05,651
LAX,CLT,IS_FLYING_TO,1806,US,1/1/2015,09:09,2125
CLT,MSY,IS_FLYING_TO,2047,US,1/1/2015,09:11,651
FLL,JFK,IS_FLYING_TO,500,VX,1/1/2015,09:13,1069
BUR,OAK,IS_FLYING_TO,713,WN,1/1/2015,09:18,325
DEN,MDW,IS_FLYING_TO,596,WN,1/1/2015,09:32,895
DEN,PHX,IS_FLYING_TO,1902,WN,1/1/2015,09:13,602
FLL,TPA,IS_FLYING_TO,207,WN,1/1/2015,09:15,197
LAS,GEG,IS_FLYING_TO,676,WN,1/1/2015,09:12,806
LAS,SFO,IS_FLYING_TO,653,WN,1/1/2015,09:11,414
MDW,DEN,IS_FLYING_TO,1141,WN,1/1/2015,09:21,895
AMA,DAL,IS_FLYING_TO,882,WN,1/1/2015,09:09,323
RSW,MKE,IS_FLYING_TO,4198,WN,1/1/2015,09:07,1183
SEA,LAS,IS_FLYING_TO,496,WN,1/1/2015,09:18,867
STL,BWI,IS_FLYING_TO,665,WN,1/1/2015,09:08,738
HOU,SNA,IS_FLYING_TO,2314,WN,1/1/2015,09:16,1357
PHX,DEN,IS_FLYING_TO,727,WN,1/1/2015,09:13,602
TPA,IAH,IS_FLYING_TO,1273,UA,1/1/2015,09:12,787
SFO,OGG,IS_FLYING_TO,1725,UA,1/1/2015,09:18,2338
FLL,PHX,IS_FLYING_TO,501,US,1/1/2015,09:09,1972
DFW,PBI,IS_FLYING_TO,144,AA,1/1/2015,09:12,1102
LAX,LIH,IS_FLYING_TO,265,AA,1/1/2015,09:14,2615
DFW,MFE,IS_FLYING_TO,334,AA,1/1/2015,,469
MIA,EGE,IS_FLYING_TO,1196,AA,1/1/2015,09:13,1810
MIA,RDU,IS_FLYING_TO,1266,AA,1/1/2015,09:14,700
DFW,LAS,IS_FLYING_TO,1524,AA,1/1/2015,,1055
STX,MIA,IS_FLYING_TO,2316,AA,1/1/2015,09:56,1139
DCA,LAX,IS_FLYING_TO,5,AS,1/1/2015,09:14,2311
EWR,DTW,IS_FLYING_TO,730,DL,1/1/2015,09:14,488
JAX,ATL,IS_FLYING_TO,1091,DL,1/1/2015,09:12,270
DEN,ATL,IS_FLYING_TO,1193,DL,1/1/2015,09:24,1199
MSP,ABQ,IS_FLYING_TO,2115,DL,1/1/2015,09:12,981
MSP,PDX,IS_FLYING_TO,2163,DL,1/1/2015,09:16,1426
ATL,SRQ,IS_FLYING_TO,2298,DL,1/1/2015,09:10,444
MSP,SFO,IS_FLYING_TO,2305,DL,1/1/2015,09:16,1589
LAX,ATL,IS_FLYING_TO,80,DL,1/1/2015,09:13,1947
ATL,ICT,IS_FLYING_TO,1870,DL,1/1/2015,09:14,782
ILM,ATL,IS_FLYING_TO,5040,EV,1/1/2015,09:04,377
ATL,ECP,IS_FLYING_TO,5338,EV,1/1/2015,09:11,240
MOB,ATL,IS_FLYING_TO,5589,EV,1/1/2015,09:11,302
HNL,LIH,IS_FLYING_TO,303,HA,1/1/2015,09:08,102
DFW,PIA,IS_FLYING_TO,2830,MQ,1/1/2015,,672
DSM,DFW,IS_FLYING_TO,2841,MQ,1/1/2015,,624
CID,ORD,IS_FLYING_TO,3116,MQ,1/1/2015,10:14,196
DFW,MAF,IS_FLYING_TO,3190,MQ,1/1/2015,,309
LAS,ORD,IS_FLYING_TO,446,NK,1/1/2015,09:34,1514
ORD,DFW,IS_FLYING_TO,893,NK,1/1/2015,09:10,802
MSP,TUL,IS_FLYING_TO,4674,OO,1/1/2015,09:10,615
SAN,LAX,IS_FLYING_TO,2583,OO,1/1/2015,09:01,109
LAX,ABQ,IS_FLYING_TO,2575,OO,1/1/2015,09:21,677
IAH,ONT,IS_FLYING_TO,5164,OO,1/1/2015,09:19,1334
LAX,ASE,IS_FLYING_TO,5182,OO,1/1/2015,09:31,737
IAH,CRP,IS_FLYING_TO,4345,EV,1/1/2015,09:16,201
LAX,MSP,IS_FLYING_TO,424,NK,1/1/2015,09:13,1535
GRR,DEN,IS_FLYING_TO,5643,OO,1/1/2015,09:16,1015
SFO,DEN,IS_FLYING_TO,710,UA,1/1/2015,10:39,967
IAH,MCI,IS_FLYING_TO,816,NK,1/1/2015,09:31,643
EWR,DEN,IS_FLYING_TO,303,UA,1/1/2015,09:17,1605
SDF,DEN,IS_FLYING_TO,3273,EV,1/1/2015,09:10,1024
LIH,HNL,IS_FLYING_TO,304,HA,1/1/2015,09:20,102
IAH,HNL,IS_FLYING_TO,253,UA,1/1/2015,10:02,3904
LAX,LIH,IS_FLYING_TO,297,UA,1/1/2015,09:13,2615
CLT,DFW,IS_FLYING_TO,1772,US,1/1/2015,09:21,936
CLT,JFK,IS_FLYING_TO,1830,US,1/1/2015,09:37,541
RIC,CLT,IS_FLYING_TO,2098,US,1/1/2015,09:14,257
IAH,RNO,IS_FLYING_TO,507,UA,1/1/2015,09:18,1530
SFO,JFK,IS_FLYING_TO,22,VX,1/1/2015,10:16,2586
SFO,IAD,IS_FLYING_TO,84,VX,1/1/2015,09:17,2419
BWI,TPA,IS_FLYING_TO,3742,WN,1/1/2015,09:18,842
DAL,OKC,IS_FLYING_TO,317,WN,1/1/2015,09:18,181
FLL,BWI,IS_FLYING_TO,2132,WN,1/1/2015,09:18,925
JAX,BNA,IS_FLYING_TO,2161,WN,1/1/2015,09:19,483
LAS,AMA,IS_FLYING_TO,589,WN,1/1/2015,09:17,758
LAS,MCI,IS_FLYING_TO,1162,WN,1/1/2015,09:21,1139
LAX,MDW,IS_FLYING_TO,123,WN,1/1/2015,09:18,1750
LBB,AUS,IS_FLYING_TO,929,WN,1/1/2015,,341
MHT,MDW,IS_FLYING_TO,680,WN,1/1/2015,09:17,838
STL,TPA,IS_FLYING_TO,275,WN,1/1/2015,09:17,869
TUL,PHX,IS_FLYING_TO,573,WN,1/1/2015,09:18,935
CLE,LAX,IS_FLYING_TO,1274,UA,1/1/2015,09:25,2052
EWR,STT,IS_FLYING_TO,1519,UA,1/1/2015,09:23,1634
IAH,SEA,IS_FLYING_TO,1717,UA,1/1/2015,09:23,1874
BNA,DFW,IS_FLYING_TO,309,AA,1/1/2015,09:15,631
MIA,LAX,IS_FLYING_TO,295,AA,1/1/2015,09:19,2342
LAX,LAS,IS_FLYING_TO,224,AA,1/1/2015,09:18,236
MIA,PHX,IS_FLYING_TO,1018,AA,1/1/2015,09:16,1972
DFW,PIT,IS_FLYING_TO,1415,AA,1/1/2015,09:28,1067
SEA,BOS,IS_FLYING_TO,12,AS,1/1/2015,09:22,2496
SFO,SEA,IS_FLYING_TO,311,AS,1/1/2015,09:22,679
OAK,SEA,IS_FLYING_TO,365,AS,1/1/2015,09:15,671
JFK,ROC,IS_FLYING_TO,586,B6,1/1/2015,09:20,264
ATL,RSW,IS_FLYING_TO,1350,DL,1/1/2015,09:16,515
MIA,DFW,IS_FLYING_TO,1437,AA,1/1/2015,09:22,1121
ATL,DCA,IS_FLYING_TO,2438,DL,1/1/2015,09:24,547
LAS,MSP,IS_FLYING_TO,1530,DL,1/1/2015,09:35,1299
MSP,RSW,IS_FLYING_TO,1552,DL,1/1/2015,09:16,1416
SMF,MSP,IS_FLYING_TO,1745,DL,1/1/2015,09:29,1517
DFW,BPT,IS_FLYING_TO,2532,EV,1/1/2015,09:28,270
RIC,LGA,IS_FLYING_TO,4932,EV,1/1/2015,09:14,292
MSP,SDF,IS_FLYING_TO,5049,EV,1/1/2015,09:15,604
DEN,PHX,IS_FLYING_TO,741,F9,1/1/2015,10:28,602
SMF,HNL,IS_FLYING_TO,19,HA,1/1/2015,10:10,2462
DFW,HOU,IS_FLYING_TO,2776,MQ,1/1/2015,,247
DFW,ACT,IS_FLYING_TO,2799,MQ,1/1/2015,,89
DFW,DSM,IS_FLYING_TO,3041,MQ,1/1/2015,,624
LIT,DFW,IS_FLYING_TO,2947,MQ,1/1/2015,,304
DFW,AMA,IS_FLYING_TO,2983,MQ,1/1/2015,,312
BTR,DFW,IS_FLYING_TO,3278,MQ,1/1/2015,,383
MIA,EYW,IS_FLYING_TO,3397,MQ,1/1/2015,09:17,125
MIA,PNS,IS_FLYING_TO,3527,MQ,1/1/2015,09:13,530
CMH,ORD,IS_FLYING_TO,3555,MQ,1/1/2015,09:45,296
MSP,DLH,IS_FLYING_TO,4650,OO,1/1/2015,09:06,144
BUR,PDX,IS_FLYING_TO,3457,OO,1/1/2015,09:15,817
MSP,FSD,IS_FLYING_TO,4711,OO,1/1/2015,09:17,196
BDL,PBI,IS_FLYING_TO,1141,B6,1/1/2015,09:48,1133
PSP,LAX,IS_FLYING_TO,6338,OO,1/1/2015,09:20,110
ORD,MCO,IS_FLYING_TO,195,UA,1/1/2015,09:23,1005
DFW,ORD,IS_FLYING_TO,1110,UA,1/1/2015,09:22,802
TUS,DEN,IS_FLYING_TO,6279,OO,1/1/2015,12:33,639
ONT,PDX,IS_FLYING_TO,3463,OO,1/1/2015,09:12,838
CLT,PBI,IS_FLYING_TO,1866,US,1/1/2015,09:18,590
MEM,CLT,IS_FLYING_TO,1842,US,1/1/2015,09:25,511
STL,CLT,IS_FLYING_TO,1869,US,1/1/2015,09:32,575
CLT,MCO,IS_FLYING_TO,1905,US,1/1/2015,09:36,468
RDU,CLT,IS_FLYING_TO,1924,US,1/1/2015,09:18,130
CLT,MEM,IS_FLYING_TO,1931,US,1/1/2015,09:16,511
DCA,CLT,IS_FLYING_TO,1988,US,1/1/2015,09:17,331
ORD,LAX,IS_FLYING_TO,231,VX,1/1/2015,09:25,1744
ATL,MSY,IS_FLYING_TO,1973,WN,1/1/2015,10:34,425
BWI,FLL,IS_FLYING_TO,4292,WN,1/1/2015,09:25,925
BWI,SAN,IS_FLYING_TO,532,WN,1/1/2015,09:23,2295
DCA,MSY,IS_FLYING_TO,976,WN,1/1/2015,09:21,969
FLL,PHL,IS_FLYING_TO,614,WN,1/1/2015,09:23,992
HOU,ATL,IS_FLYING_TO,1425,WN,1/1/2015,09:24,696
LAS,ATL,IS_FLYING_TO,999,WN,1/1/2015,09:27,1747
MCO,MDW,IS_FLYING_TO,1849,WN,1/1/2015,09:19,990
MSY,TPA,IS_FLYING_TO,1354,WN,1/1/2015,09:20,488
RNO,LAS,IS_FLYING_TO,2018,WN,1/1/2015,09:24,345
SJC,SNA,IS_FLYING_TO,4875,WN,1/1/2015,09:21,342
SMF,SAN,IS_FLYING_TO,869,WN,1/1/2015,09:29,480
IAH,SJC,IS_FLYING_TO,1223,UA,1/1/2015,09:28,1608
DFW,RSW,IS_FLYING_TO,262,AA,1/1/2015,,1017
BOS,DFW,IS_FLYING_TO,1027,AA,1/1/2015,09:20,1562
LGA,DFW,IS_FLYING_TO,1131,AA,1/1/2015,09:31,1389
IAH,DFW,IS_FLYING_TO,1383,AA,1/1/2015,09:23,224
DFW,AUS,IS_FLYING_TO,1484,AA,1/1/2015,,190
SFO,DFW,IS_FLYING_TO,1656,AA,1/1/2015,09:22,1464
MIA,LAS,IS_FLYING_TO,1521,AA,1/1/2015,09:43,2174
DFW,LAX,IS_FLYING_TO,2419,AA,1/1/2015,09:42,1235
BOS,SAV,IS_FLYING_TO,49,B6,1/1/2015,09:19,901
BOS,PBI,IS_FLYING_TO,921,B6,1/1/2015,09:39,1197
FLL,DCA,IS_FLYING_TO,1480,B6,1/1/2015,09:22,899
IND,MSP,IS_FLYING_TO,539,DL,1/1/2015,09:16,503
MSP,BOS,IS_FLYING_TO,808,DL,1/1/2015,09:17,1124
MIA,SJU,IS_FLYING_TO,397,AA,1/1/2015,09:21,1045
MSY,MSP,IS_FLYING_TO,2340,DL,1/1/2015,09:23,1039
LGA,CLE,IS_FLYING_TO,5377,EV,1/1/2015,09:20,419
TYS,ORD,IS_FLYING_TO,5969,EV,1/1/2015,09:15,475
DFW,MLU,IS_FLYING_TO,3636,MQ,1/1/2015,,293
SMF,LAX,IS_FLYING_TO,2607,OO,1/1/2015,09:30,373
SJC,LAX,IS_FLYING_TO,4856,OO,1/1/2015,09:39,308
FLL,EWR,IS_FLYING_TO,1584,UA,1/1/2015,09:22,1065
ATL,ORD,IS_FLYING_TO,762,NK,1/1/2015,09:26,606
MSP,PHX,IS_FLYING_TO,345,NK,1/1/2015,09:31,1276
COS,DEN,IS_FLYING_TO,5485,OO,1/1/2015,09:18,73
SAT,IAH,IS_FLYING_TO,5251,OO,1/1/2015,09:23,191
IAH,ORD,IS_FLYING_TO,672,UA,1/1/2015,09:42,925
IAH,SLC,IS_FLYING_TO,1041,UA,1/1/2015,09:35,1195
LAX,IAH,IS_FLYING_TO,1499,UA,1/1/2015,09:25,1379
CLT,DTW,IS_FLYING_TO,4940,EV,1/1/2015,09:22,500
MGM,ATL,IS_FLYING_TO,5234,EV,1/1/2015,09:18,147
ITO,HNL,IS_FLYING_TO,341,HA,1/1/2015,09:29,216
KOA,HNL,IS_FLYING_TO,367,HA,1/1/2015,09:27,163
OGG,ITO,IS_FLYING_TO,132,HA,1/1/2015,10:07,121
PUB,DEN,IS_FLYING_TO,5320,OO,1/1/2015,09:17,109
GJT,DEN,IS_FLYING_TO,5168,OO,1/1/2015,09:21,212
SAN,LAS,IS_FLYING_TO,470,NK,1/1/2015,09:15,258
MSN,ORD,IS_FLYING_TO,4992,OO,1/1/2015,11:45,108
CLT,IAH,IS_FLYING_TO,1978,US,1/1/2015,09:25,912
ORD,TPA,IS_FLYING_TO,632,UA,1/1/2015,09:29,1012
JFK,SLC,IS_FLYING_TO,498,DL,1/1/2015,09:49,1990
RDU,DTW,IS_FLYING_TO,1808,DL,1/1/2015,09:26,501
SLC,CLT,IS_FLYING_TO,1719,US,1/1/2015,09:30,1727
CLT,SEA,IS_FLYING_TO,1943,US,1/1/2015,09:28,2279
MCO,ORD,IS_FLYING_TO,702,UA,1/1/2015,09:27,1005
SFO,BOS,IS_FLYING_TO,352,VX,1/1/2015,09:25,2704
AUS,PHX,IS_FLYING_TO,1766,WN,1/1/2015,09:30,872
BHM,TPA,IS_FLYING_TO,1129,WN,1/1/2015,09:24,459
BNA,DAL,IS_FLYING_TO,1010,WN,1/1/2015,09:30,623
BOS,BWI,IS_FLYING_TO,235,WN,1/1/2015,09:23,369
DAL,PHX,IS_FLYING_TO,398,WN,1/1/2015,09:28,879
IND,RSW,IS_FLYING_TO,3126,WN,1/1/2015,09:31,945
LAS,ONT,IS_FLYING_TO,792,WN,1/1/2015,09:30,197
MDW,HOU,IS_FLYING_TO,931,WN,1/1/2015,09:28,937
MDW,OKC,IS_FLYING_TO,1081,WN,1/1/2015,09:26,691
ATL,DAL,IS_FLYING_TO,1714,WN,1/1/2015,09:30,721
SAN,DEN,IS_FLYING_TO,989,WN,1/1/2015,09:31,853
SAN,PDX,IS_FLYING_TO,346,WN,1/1/2015,09:27,933
SAT,LAS,IS_FLYING_TO,330,WN,1/1/2015,09:26,1069
HOU,OKC,IS_FLYING_TO,684,WN,1/1/2015,09:57,419
LAX,HNL,IS_FLYING_TO,1222,UA,1/1/2015,10:09,2556
LAX,MCO,IS_FLYING_TO,1537,UA,1/1/2015,09:29,2218
CLT,SFO,IS_FLYING_TO,461,US,1/1/2015,09:31,2296
RNO,PHX,IS_FLYING_TO,476,US,1/1/2015,09:24,601
LAS,LAX,IS_FLYING_TO,169,AA,1/1/2015,12:38,236
CLT,MIA,IS_FLYING_TO,148,AA,1/1/2015,09:25,650
ORD,LGA,IS_FLYING_TO,384,AA,1/1/2015,09:34,733
MIA,DCA,IS_FLYING_TO,1299,AA,1/1/2015,09:28,919
MIA,BWI,IS_FLYING_TO,1509,AA,1/1/2015,09:25,946
DFW,IAH,IS_FLYING_TO,2249,AA,1/1/2015,10:27,224
DFW,SMF,IS_FLYING_TO,2216,AA,1/1/2015,09:30,1431
ORD,LAS,IS_FLYING_TO,2224,AA,1/1/2015,10:01,1514
LAX,DFW,IS_FLYING_TO,2442,AA,1/1/2015,09:37,1235
PDX,PHX,IS_FLYING_TO,644,AS,1/1/2015,09:28,1009
SEA,ATL,IS_FLYING_TO,746,AS,1/1/2015,09:35,2182
LGA,FLL,IS_FLYING_TO,271,B6,1/1/2015,09:29,1076
JFK,LAX,IS_FLYING_TO,422,DL,1/1/2015,09:31,2475
DEN,LGA,IS_FLYING_TO,928,DL,1/1/2015,09:40,1620
RSW,MSP,IS_FLYING_TO,1226,DL,1/1/2015,09:23,1416
DFW,MCO,IS_FLYING_TO,1456,AA,1/1/2015,09:52,985
PBI,ATL,IS_FLYING_TO,2271,DL,1/1/2015,09:26,545
CVG,FLL,IS_FLYING_TO,2367,DL,1/1/2015,09:27,932
MKE,MSP,IS_FLYING_TO,2591,DL,1/1/2015,12:02,297
MSP,SAN,IS_FLYING_TO,2605,DL,1/1/2015,09:38,1532
MSP,FLL,IS_FLYING_TO,316,DL,1/1/2015,09:32,1487
MSP,MIA,IS_FLYING_TO,333,DL,1/1/2015,09:29,1501
CVG,ATL,IS_FLYING_TO,1520,DL,1/1/2015,09:25,373
